Patent #	Patent Title	Lab	Issue Date	
6158239	Desalination through gas hydrate	Naval Research Laboratory	12/12/2000	
6158429	Hood respirator for protection against biological hazards	RDEC Edgewood Chemical Biological Center	12/12/2000	
6157856	Tissue diagnostics using evanescent spectroscopy	Naval Research Laboratory	12/5/2000	
6155218	Cam advancing and retarding mechanism	Army TechMatch Patent Lab	12/5/2000	
6155155	"System for launched munition neutralization of buried land mines, subsystems and components thereof"	"Army Armament Research, Development & Engineering Center"	12/5/2000	
6157875	Image guided weapon system and method	NAVAIR China Lake	12/5/2000	
6155514	Automatic loading of composite tape using cassettes	Air Force TechMatch Patent Lab	12/5/2000	
RE36979	Surface conforming flexible eddy current probe for scanning varying surface contours	NAVSEA Carderock	12/5/2000	
H1924	Load-adaptive nanocrystalline carbon/amorphous diamond-like carbon composite and preparation method	Air Force TechMatch Patent Lab	12/5/2000	
6157021	Active regulator for image intensifier power supply	NAVAIR Patuxent River	12/5/2000	
6157593	Power envelope shaper	NAVSEA Newport	12/5/2000	
6156652	Post-process metallization interconnects for microelectromechanical systems	Space Vehicles Directorate	12/5/2000	
6154299	Modulating retroreflector using multiple quantum well technology	Naval Research Laboratory	11/28/2000	
6152653	Geocomposite capillary barrier drain	ERDC Cold Regions Research and Engineering Lab	11/28/2000	
6151882	Turbofan engine construction	NAVSEA Panama City	11/28/2000	
6154475	Silicon-based strain-symmetrized GE-SI quantum lasers	Air Force TechMatch Patent Lab	11/28/2000	
6152012	Ammunition container bracket for machine gun	"Army Armament Research, Development & Engineering Center"	11/28/2000	
6153495	Advanced methods for making semiconductor devices by low temperature direct bonding	Naval Research Laboratory	11/28/2000	
6153976	Pulsed plasma thruster with electric switch enabling use of a solid electrically conductive propellant	Air Force TechMatch Patent Lab	11/28/2000	
6150085	Prolonged storage of red blood cells and composition	Army Medical Research and Materiel Command	11/21/2000	
6148910	Battery heating system	Army TechMatch Patent Lab	11/21/2000	
6150491	Polyaromatic compounds and method for their production	Natick Soldier Systems Center	11/21/2000	
6151435	Evanescent atom guiding in metal-coated hollow-core optical fibers	Office of Naval Research	11/21/2000	
6147930	Optical hydrophone with digital signal demodulation	NAVSEA Newport	11/14/2000	
6148108	System for estimating motion vector with instant estimation of motion vector	NAVSEA Newport	11/14/2000	
6148399	Advanced instrument controller statement of government interest	Space Vehicles Directorate	11/14/2000	
6145441	Frangible payload-dispensing projectile	NAVSEA Panama City	11/14/2000	
6147636	Synthetic aperture processing for diffusion-equation-based target detection	NAVSEA Panama City	11/14/2000	
H1913	Bi-blade century bandwidth antenna	Air Force TechMatch Patent Lab	11/7/2000	
6143070	Silicon-germanium bulk alloy growth by liquid encapsulated zone melting	Air Force TechMatch Patent Lab	11/7/2000	
6142079	Area denial munition system	"Army Armament Research, Development & Engineering Center"	11/7/2000	
H1911	Curing optical material in a plane optical resonant cavity	Air Force TechMatch Patent Lab	11/7/2000	
H1914	Method and system for mitigation of image distortion due to optical turbulence	Army Research Laboratory - Aberdeen	11/7/2000	
6144867	Self-piercing pulse oximeter sensor assembly	Army Medical Research and Materiel Command	11/7/2000	
6142131	Electromagnetic launcher with pulse-shaping armature and divided rails	Army Research Laboratory - Aberdeen	11/7/2000	
6143831	Method for preparing oriented polymer structures and said structures	Air Force TechMatch Patent Lab	11/7/2000	
6138766	Apparatus for preparing and disseminating novel fire extinguishing agents	Army Research Laboratory - Aberdeen	10/31/2000	
6139648	Prestress imposing treatment of magnetostrictive material	NAVSEA Carderock	10/31/2000	
6138572	Three-beam passive infrared guided missile fuze (U)	"SPAWAR Systems Center, Pacific"	10/31/2000	
6139694	Method and apparatus utilizing ethanol in non-thermal plasma treatment of effluent gas	AFRL - Munitions Directorate	10/31/2000	
6138724	Shipboard paint dispensing system	NAVSEA Carderock	10/31/2000	
6140651	"Optically stimulated, fast neutron sensor and dosimeter and fiber-optic coupled fast neutron remote sensor and dosimeter"	Naval Research Laboratory	10/31/2000	
6137811	System for conditioning an electron beam for improved free-electron laser operation	Naval Research Laboratory	10/24/2000	
6137609	Over-the-horizon optical communications transceiver	"SPAWAR Systems Center, Pacific"	10/24/2000	
6137601	Incoherent erasure joint transform correlator	Air Force TechMatch Patent Lab	10/24/2000	
6137909	System and method for feature set reduction	NAVSEA Newport	10/24/2000	
6137212	Field emission flat panel display with improved spacer architecture	Army Research Laboratory - Aberdeen	10/24/2000	
6135390	Whole-spacecraft hybrid isolation system for launch vehicles	Space Vehicles Directorate	10/24/2000	
6135028	Penetrating dual-mode warhead	NAVSEA Dahlgren	10/24/2000	
D432507	Computer-generated image for a computer monitor	Army CERDEC - Fort Monmouth	10/24/2000	
6137117	Integrating multi-waveguide sensor	Naval Research Laboratory	10/24/2000	
6138083	Surface contaminant probe	Army Research Laboratory - Aberdeen	10/24/2000	
6133865	CW converter circuit	"SPAWAR Systems Center, Pacific"	10/17/2000	
6131437	Mechanical crush gauge and method of using same to measure free-field energy flux density	NAVSEA Dahlgren	10/17/2000	
6134425	Digital module RF section	Air Force TechMatch Patent Lab	10/17/2000	
6132356	"Portable system for vapor, aerosol or airborne hazard suppression of hazardous environmental spills"	RDEC Edgewood Chemical Biological Center	10/17/2000	
6131518	System for enhancing target damage by water jet impact	NAVSEA Indian Head	10/17/2000	
6133891	Quadrifilar helix antenna	NAVSEA Newport	10/17/2000	
6134045	Chitosan optical materials	Materials & Manufacturing Directorate	10/17/2000	
RE36915	Process for sodium sulfide/ferrous sulfate treatment of hexavalent chromium and other heavy metals	Air Force TechMatch Patent Lab	10/17/2000	
6133593	Channel design to reduce impact ionization in heterostructure field-effect transistors	Naval Research Laboratory	10/17/2000	
6133411	Slurry mixture forming an additive for producing a hydrodynamic drag reduction aqueous polymer solution	"SPAWAR Systems Center, Pacific"	10/17/2000	
6128950	Spring testing containment	Air Force TechMatch Patent Lab	10/10/2000	
6129135	Fabrication of metal-matrix compositions	NAVSEA Carderock	10/10/2000	
6129134	Synthesis of metal matrix composite	NAVSEA Carderock	10/10/2000	
6130642	Method and system to improve GPS navigation	NAVSEA Panama City	10/10/2000	
6130753	Laser optical density measurement system	Human Effectiveness Directorate	10/10/2000	
6130743	Colorimetric red blood cell sensor	"SPAWAR Systems Center, Pacific"	10/10/2000	
6128324	"High speed, spatially switching light"	Army CERDEC - Fort Monmouth	10/3/2000	
H1864	Vibration damping method for cylindrical members	Air Force TechMatch Patent Lab	10/3/2000	
H1877	Polarization diverse phase dispersionless broadband antenna	Air Force TechMatch Patent Lab	10/3/2000	
H1891	Sight eye marksmanship training aid	Air Force TechMatch Patent Lab	10/3/2000	
6128429	Low phonon energy glass and fiber doped with a rare earth	Naval Research Laboratory	10/3/2000	
6127130	Multiassay method for determining the concentrations of antigens and interferants	NAVSEA Carderock	10/3/2000	
6125734	Multi-warfare area launcher	NAVSEA Dahlgren	10/3/2000	
H1873	"Single-chip, multi-functional optoelectronic device and method for fabricating same"	Army Research Laboratory - Aberdeen	10/3/2000	
6127983	Wideband antenna for towed low-profile submarine buoy	NAVSEA Newport	10/3/2000	
H1872	Modular fiber reinforced plastic enclosed bridge	Air Force TechMatch Patent Lab	10/3/2000	
6123289	Training projectile	"Army Armament Research, Development & Engineering Center"	9/26/2000	
6125308	Method of passive determination of projectile miss distance	Army Research Laboratory - Aberdeen	9/26/2000	
6123005	Extended canister fly-through cover	"SPAWAR Systems Center, Pacific"	9/26/2000	
6125270	Verification system for transmitters and command tone generators	NAVAIR Patuxent River	9/26/2000	
6123044	Wake bubble coalescing system	NAVSEA Newport	9/26/2000	
6124593	Far infrared thermal imaging system	Night Vision & Electronic Sensors Directorate	9/26/2000	
6125387	Operating methods for robust computer systems permitting autonomously switching between alternative/redundant	NAVSEA Dahlgren	9/26/2000	
6124108	Protein biomarker for mustard chemical injury	Army Medical Research and Materiel Command	9/26/2000	
6121911	Data gathering circuit having reduced power consumption	NAVAIR Patuxent River	9/19/2000	
6120461	"Apparatus for tracking the human eye with a retinal scanning display, and method thereof"	Army Research Laboratory - Aberdeen	9/19/2000	
6122091	Transmissive surface plasmon light valve	"SPAWAR Systems Center, Pacific"	9/19/2000	
6120238	Method of maneuvering a slipsheeted load and drawbar device therefor	Army Research Laboratory - Aberdeen	9/19/2000	
6121894	Low cost time domain reflectometry system for bridge scour detection and monitoring	ERDC Cold Regions Research and Engineering Lab	9/19/2000	
6119506	Apparatus and method for determining transport properties of porous materials	Natick Soldier Systems Center	9/19/2000	
6120530	Passive thermal capacitor for cold water diving garments	NAVSEA Panama City	9/19/2000	
6121925	Data-link and antenna selection assembly	Army TechMatch Patent Lab	9/19/2000	
6121882	Munitions cook-off warning system	NAVAIR China Lake	9/19/2000	
6121462	Substitutions on azetidines by acylative dealylation with lewis acid catalysis	"Army Armament Research, Development & Engineering Center"	9/19/2000	
6122224	Variable integration detection apparatus and method for multipath environments	NAVSEA Newport	9/19/2000	
6122305	"Broadband mode-locked fiber laser, particularly for fiber Bragg grating interrogation"	Naval Research Laboratory	9/19/2000	
6118066	Autonomous undersea platform	NAVSEA Newport	9/12/2000	
6116136	Actuated recoil absorbing mounting system for use with an underwater gun	NAVSEA Newport	9/12/2000	
6118406	Broadband direct fed phased array antenna comprising stacked patches	NAVSEA Newport	9/12/2000	
6117640	Recombinant vaccine made in E. coli against dengue virus	Army Medical Research and Materiel Command	9/12/2000	
6118733	Interlink for spatially extended hydrophones	NAVSEA Newport	9/12/2000	
6118578	Simplified dual field of view afocal	Night Vision & Electronic Sensors Directorate	9/12/2000	
6118732	Secure marine communication system	NAVSEA Newport	9/12/2000	
6116353	Method and apparatus for installing a micro-well with a penetrometer	Army TechMatch Patent Lab	9/12/2000	
6118251	Battery depassivation and conditioning method and apparatus	Army CERDEC - Fort Monmouth	9/12/2000	
6118407	Horizontal plasma antenna using plasma drift currents	NAVSEA Newport	9/12/2000	
6117572	"YBCO epitaxial films deposited on substrate and buffer layer compounds in the system Ca.sub.2 MeSbO.sub.6 where Me=Al, Ga, Sc and In"	Army CERDEC - Fort Monmouth	9/12/2000	
6116328	Fabrication of tile reinforced composite armor casting	NAVSEA Carderock	9/12/2000	
6115681	Real-time data acquisition	NAVSEA Newport	9/5/2000	
6113451	Atomically sharp field emission cathodes	Naval Research Laboratory	9/5/2000	
6115061	In situ microscope imaging system for examining subsurface environments	"SPAWAR Systems Center, Pacific"	9/5/2000	
6115277	Battery charger adapter for military vehicles	Army CERDEC - Fort Monmouth	9/5/2000	
6114031	Polarized films from pairwise-deposited semi-ionomeric syndioregic polymers	NAVAIR China Lake	9/5/2000	
6115327	System for detecting gunshots	Army Yuma Proving Ground	9/5/2000	
6113242	Active edge controlled optical quality membrane mirror	Air Force TechMatch Patent Lab	9/5/2000	
6115700	System and method for tracking vehicles using random search algorithms	NAVSEA Newport	9/5/2000	
6114629	Grommet having metal insert	NAVSEA Newport	9/5/2000	
6114994	Photonic time-delay beamsteering system using fiber bragg prism	Air Force TechMatch Patent Lab	9/5/2000	
6112668	Magneto-inductively controlled limpet	NAVSEA Panama City	9/5/2000	
